WeekEnding,HB,HBQF,SIMDQuintile,AdmissionType,AdmissionTypeQF,NumberAdmissions,Average20182019,PercentVariation
20200301,S08000015,,5,All,d,124,109.5,13.2
20200301,S08000016,,1,All,d,20,20.5,-2.4
20200301,S08000016,,2,All,d,57,48,18.8
20200301,S08000016,,3,All,d,105,95,10.5
20200301,S08000016,,4,All,d,57,56,1.8
20200301,S08000016,,5,All,d,22,14,57.1
20200301,S08000017,,1,All,d,38,50,-24
20200301,S08000017,,2,All,d,134,112,19.6
20200301,S08000017,,3,All,d,164,153,7.2
20200301,S08000017,,4,All,d,57,63,-9.5
20200301,S08000017,,5,All,d,32,27,18.5
20200301,S08000019,,1,All,d,177,289.5,-38.9
20200301,S08000019,,2,All,d,206,301.5,-31.7
20200301,S08000019,,3,All,d,155,275.5,-43.7
20200301,S08000019,,4,All,d,134,216.5,-38.1
20200301,S08000019,,5,All,d,110,171.5,-35.9
20200301,S08000020,,1,All,d,114,101,12.9
20200301,S08000020,,2,All,d,248,262,-5.3
20200301,S08000020,,3,All,d,275,285,-3.5
20200301,S08000020,,4,All,d,386,367.5,5
20200301,S08000020,,5,All,d,296,293.5,0.9
20200301,S08000022,,1,All,d,92,96,-4.2
20200301,S08000022,,2,All,d,184,166.5,10.5
20200301,S08000022,,3,All,d,269,287.5,-6.4
20200301,S08000022,,4,All,d,192,187,2.7
20200301,S08000022,,5,All,d,39,47,-17
20200301,S08000024,,1,All,d,375,338.5,10.8
20200301,S08000024,,2,All,d,620,517.5,19.8
20200301,S08000024,,3,All,d,426,372,14.5
20200301,S08000024,,4,All,d,414,348.5,18.8
20200301,S08000024,,5,All,d,578,453,27.6
20200301,S08000025,,2,All,d,9,5,80
20200301,S08000025,,3,All,d,9,5,80
20200301,S08000025,,4,All,d,23,25,-8
20200301,S08000026,,3,All,d,17,19,-10.5
20200301,S08000026,,4,All,d,17,19,-10.5
20200301,S08000028,,2,All,d,17,14.5,17.2
20200301,S08000028,,3,All,d,53,61.5,-13.8
20200301,S08000029,,1,All,d,229,223,2.7
20200301,S08000029,,2,All,d,254,223.5,13.6
20200301,S08000029,,3,All,d,174,162,7.4
20200301,S08000029,,4,All,d,158,141,12.1
20200301,S08000029,,5,All,d,124,112,10.7
20200301,S08000030,,1,All,d,286,239.5,19.4
20200301,S08000030,,2,All,d,230,217,6
20200301,S08000030,,3,All,d,274,230.5,18.9
20200301,S08000030,,4,All,d,296,301,-1.7
20200301,S08000030,,5,All,d,208,189,10.1
20200301,S08000031,,1,All,d,1628,1484.5,9.7
20200301,S08000031,,2,All,d,803,762.5,5.3
20200301,S08000031,,3,All,d,590,489,20.7
20200301,S08000031,,4,All,d,505,481.5,4.9
20200301,S08000031,,5,All,d,558,518,7.7
20200301,S08000032,,1,All,d,582,563.5,3.3
20200301,S08000032,,2,All,d,449,454,-1.1
20200301,S08000032,,3,All,d,286,275,4
20200301,S08000032,,4,All,d,221,216,2.3
20200301,S08000032,,5,All,d,128,153,-16.3
20200301,S92000003,d,1,All,d,3937,3862,1.9
20200301,S92000003,d,2,All,d,3491,3371,3.6
20200301,S92000003,d,3,All,d,2964,2888.5,2.6
20200301,S92000003,d,4,All,d,2577,2554.5,0.9
20200301,S92000003,d,5,All,d,2219,2088,6.3
20200308,S08000015,,1,All,d,344,436,-21.1
20200308,S08000015,,2,All,d,276,298,-7.4
20200308,S08000015,,3,All,d,189,198,-4.5
20200308,S08000015,,4,All,d,107,140,-23.6
20200308,S08000015,,5,All,d,117,101,15.8
20200308,S08000016,,1,All,d,20,22.5,-11.1
20200308,S08000016,,2,All,d,50,48.5,3.1
20200308,S08000016,,3,All,d,97,107,-9.3
20200308,S08000016,,4,All,d,74,66,12.1
20200308,S08000016,,5,All,d,13,13.5,-3.7
20200308,S08000017,,1,All,d,50,45,11.1
20200308,S08000017,,2,All,d,125,115.5,8.2
20200308,S08000017,,3,All,d,184,164.5,11.9
20200308,S08000017,,4,All,d,59,65,-9.2
20200308,S08000017,,5,All,d,34,33,3
20200308,S08000019,,1,All,d,175,355,-50.7
20200308,S08000019,,2,All,d,202,365,-44.7
20200308,S08000019,,3,All,d,176,309,-43
20200308,S08000019,,4,All,d,136,250.5,-45.7
20200308,S08000019,,5,All,d,120,183.5,-34.6
20200308,S08000020,,1,All,d,110,113,-2.7
20200308,S08000020,,2,All,d,259,268.5,-3.5
20200308,S08000020,,3,All,d,283,317,-10.7
20200308,S08000020,,4,All,d,400,376.5,6.2
20200308,S08000020,,5,All,d,316,298,6
20200308,S08000022,,1,All,d,105,123.5,-15
20200308,S08000022,,2,All,d,146,179.5,-18.7
20200308,S08000022,,3,All,d,252,291,-13.4
20200308,S08000022,,4,All,d,235,221.5,6.1
20200308,S08000022,,5,All,d,39,50,-22
20200308,S08000024,,1,All,d,389,345.5,12.6
20200308,S08000024,,2,All,d,592,537.5,10.1
20200308,S08000024,,3,All,d,414,404.5,2.3
20200308,S08000024,,4,All,d,381,344,10.8
20200308,S08000024,,5,All,d,538,490.5,9.7
20200308,S08000025,,2,All,d,5,9.5,-47.4
20200308,S08000025,,3,All,d,8,8,0
20200308,S08000025,,4,All,d,24,20.5,17.1
20200308,S08000026,,2,All,d,7,5,40
20200308,S08000026,,3,All,d,20,12,66.7
20200308,S08000026,,4,All,d,22,25.5,-13.7
20200308,S08000028,,2,All,d,15,15,0
20200308,S08000028,,3,All,d,60,62,-3.2
20200308,S08000029,,1,All,d,276,280.5,-1.6
20200308,S08000029,,2,All,d,237,234.5,1.1
20200308,S08000029,,3,All,d,192,183.5,4.6
20200308,S08000029,,4,All,d,134,147,-8.8
20200308,S08000029,,5,All,d,108,126.5,-14.6
20200308,S08000030,,1,All,d,262,281,-6.8
20200308,S08000030,,2,All,d,273,257.5,6
20200308,S08000030,,3,All,d,220,257.5,-14.6
20200308,S08000030,,4,All,d,317,314,1
20200308,S08000030,,5,All,d,214,210,1.9
20200308,S08000031,,1,All,d,1672,1662.5,0.6
20200308,S08000031,,2,All,d,818,816,0.2
20200308,S08000031,,3,All,d,603,576,4.7
20200308,S08000031,,4,All,d,501,512.5,-2.2
20200308,S08000031,,5,All,d,552,620.5,-11
20200308,S08000032,,1,All,d,588,623.5,-5.7
20200308,S08000032,,2,All,d,480,490,-2
20200308,S08000032,,3,All,d,313,324.5,-3.5
20200308,S08000032,,4,All,d,227,243.5,-6.8
20200308,S08000032,,5,All,d,143,168.5,-15.1
20200308,S92000003,d,1,All,d,3992,4289.5,-6.9
20200308,S92000003,d,2,All,d,3485,3640,-4.3
20200308,S92000003,d,3,All,d,3011,3214.5,-6.3
20200308,S92000003,d,4,All,d,2617,2727,-4
20200308,S92000003,d,5,All,d,2195,2295.5,-4.4
20200315,S08000015,,1,All,d,374,425,-12
20200315,S08000015,,2,All,d,244,293,-16.7
20200315,S08000015,,3,All,d,153,196,-21.9
20200315,S08000015,,4,All,d,115,146,-21.2
20200315,S08000015,,5,All,d,89,113.5,-21.6
20200315,S08000016,,1,All,d,15,23,-34.8
20200315,S08000016,,2,All,d,43,53,-18.9
20200315,S08000016,,3,All,d,77,98.5,-21.8
20200315,S08000016,,4,All,d,59,62.5,-5.6
20200315,S08000016,,5,All,d,17,20.5,-17.1
20200315,S08000017,,1,All,d,47,48,-2.1
20200315,S08000017,,2,All,d,109,141,-22.7
20200315,S08000017,,3,All,d,167,170,-1.8
20200315,S08000017,,4,All,d,58,64,-9.4
20200315,S08000017,,5,All,d,36,31.5,14.3
20200315,S08000019,,1,All,d,161,329,-51.1
20200315,S08000019,,2,All,d,200,334,-40.1
20200315,S08000019,,3,All,d,152,297.5,-48.9
20200315,S08000019,,4,All,d,123,207.5,-40.7
20200315,S08000019,,5,All,d,87,193,-54.9
20200315,S08000020,,1,All,d,106,107.5,-1.4
20200315,S08000020,,2,All,d,212,266.5,-20.5
20200315,S08000020,,3,All,d,281,293,-4.1
20200315,S08000020,,4,All,d,353,355,-0.6
20200315,S08000020,,5,All,d,296,287.5,3
20200315,S08000022,,1,All,d,74,99.5,-25.6
20200315,S08000022,,2,All,d,151,180.5,-16.3
20200315,S08000022,,3,All,d,259,316.5,-18.2
20200315,S08000022,,4,All,d,173,212.5,-18.6
20200315,S08000022,,5,All,d,32,65,-50.8
20200315,S08000024,,1,All,d,396,343,15.5
20200315,S08000024,,2,All,d,529,564.5,-6.3
20200315,S08000024,,3,All,d,389,415.5,-6.4
20200315,S08000024,,4,All,d,344,359,-4.2
20200315,S08000024,,5,All,d,493,453,8.8
20200315,S08000025,,4,All,d,22,26.5,-17
20200315,S08000026,,2,All,d,5,4,25
20200315,S08000026,,3,All,d,20,20,0
20200315,S08000026,,4,All,d,16,19.5,-17.9
20200315,S08000028,,2,All,d,10,10.5,-4.8
20200315,S08000028,,3,All,d,49,60,-18.3
20200315,S08000029,,1,All,d,211,259,-18.5
20200315,S08000029,,2,All,d,241,233,3.4
20200315,S08000029,,3,All,d,149,185,-19.5
20200315,S08000029,,4,All,d,131,149,-12.1
20200315,S08000029,,5,All,d,97,115.5,-16
20200315,S08000030,,1,All,d,264,258,2.3
20200315,S08000030,,2,All,d,231,244.5,-5.5
20200315,S08000030,,3,All,d,244,259,-5.8
20200315,S08000030,,4,All,d,264,306.5,-13.9
20200315,S08000030,,5,All,d,210,202.5,3.7
20200315,S08000031,,1,All,d,1522,1612.5,-5.6
20200315,S08000031,,2,All,d,773,818.5,-5.6
20200315,S08000031,,3,All,d,504,586,-14
20200315,S08000031,,4,All,d,492,500,-1.6
20200315,S08000031,,5,All,d,549,590,-6.9
20200315,S08000032,,1,All,d,577,596,-3.2
20200315,S08000032,,2,All,d,416,501,-17
20200315,S08000032,,3,All,d,255,311.5,-18.1
20200315,S08000032,,4,All,d,211,227,-7
20200315,S08000032,,5,All,d,125,166.5,-24.9
20200315,S92000003,d,1,All,d,3748,4100.5,-8.6
20200315,S92000003,d,2,All,d,3168,3655,-13.3
20200315,S92000003,d,3,All,d,2703,3214.5,-15.9
20200315,S92000003,d,4,All,d,2361,2635,-10.4
20200315,S92000003,d,5,All,d,2031,2239,-9.3
20200322,S08000015,,1,All,d,263,406.5,-35.3
20200322,S08000015,,2,All,d,169,281,-39.9
20200322,S08000015,,3,All,d,107,196.5,-45.5
20200322,S08000015,,4,All,d,89,140.5,-36.7
20200322,S08000015,,5,All,d,68,114,-40.4
20200322,S08000016,,1,All,d,14,20.5,-31.7
20200322,S08000016,,2,All,d,23,53.5,-57
20200322,S08000016,,3,All,d,82,107.5,-23.7
20200322,S08000016,,4,All,d,62,66,-6.1
20200322,S08000016,,5,All,d,12,20.5,-41.5
20200322,S08000017,,1,All,d,32,43.5,-26.4
20200322,S08000017,,2,All,d,76,123,-38.2
20200322,S08000017,,3,All,d,102,156.5,-34.8
20200322,S08000017,,4,All,d,50,58.5,-14.5
20200322,S08000017,,5,All,d,15,34,-55.9
20200322,S08000019,,1,All,d,125,323,-61.3
20200322,S08000019,,2,All,d,128,355,-63.9
20200322,S08000019,,3,All,d,116,312.5,-62.9
20200322,S08000019,,4,All,d,84,256,-67.2
20200322,S08000019,,5,All,d,98,201.5,-51.4
20200322,S08000020,,1,All,d,72,110,-34.5
20200322,S08000020,,2,All,d,173,273,-36.6
20200322,S08000020,,3,All,d,211,287,-26.5
20200322,S08000020,,4,All,d,290,372.5,-22.1
20200322,S08000020,,5,All,d,221,298,-25.8
20200322,S08000022,,1,All,d,57,101.5,-43.8
20200322,S08000022,,2,All,d,95,161.5,-41.2
20200322,S08000022,,3,All,d,158,269.5,-41.4
20200322,S08000022,,4,All,d,120,190,-36.8
20200322,S08000022,,5,All,d,24,46.5,-48.4
20200322,S08000024,,1,All,d,260,349.5,-25.6
20200322,S08000024,,2,All,d,423,564,-25
20200322,S08000024,,3,All,d,314,419.5,-25.1
20200322,S08000024,,4,All,d,271,359,-24.5
20200322,S08000024,,5,All,d,380,477.5,-20.4
20200322,S08000025,,3,All,d,12,11,9.1
20200322,S08000025,,4,All,d,9,24.5,-63.3
20200322,S08000026,,3,All,d,11,15,-26.7
20200322,S08000026,,4,All,d,17,19.5,-12.8
20200322,S08000028,,2,All,d,10,14.5,-31
20200322,S08000028,,3,All,d,29,61,-52.5
20200322,S08000029,,1,All,d,168,268,-37.3
20200322,S08000029,,2,All,d,166,231,-28.1
20200322,S08000029,,3,All,d,121,177.5,-31.8
20200322,S08000029,,4,All,d,93,146.5,-36.5
20200322,S08000029,,5,All,d,64,141.5,-54.8
20200322,S08000030,,1,All,d,200,267,-25.1
20200322,S08000030,,2,All,d,187,241.5,-22.6
20200322,S08000030,,3,All,d,179,240,-25.4
20200322,S08000030,,4,All,d,235,283,-17
20200322,S08000030,,5,All,d,131,188.5,-30.5
20200322,S08000031,,1,All,d,1105,1648.5,-33
20200322,S08000031,,2,All,d,543,800.5,-32.2
20200322,S08000031,,3,All,d,386,584.5,-34
20200322,S08000031,,4,All,d,361,516,-30
20200322,S08000031,,5,All,d,413,541,-23.7
20200322,S08000032,,1,All,d,352,603,-41.6
20200322,S08000032,,2,All,d,314,479.5,-34.5
20200322,S08000032,,3,All,d,193,316.5,-39
20200322,S08000032,,4,All,d,143,208.5,-31.4
20200322,S08000032,,5,All,d,81,176.5,-54.1
20200322,S92000003,d,1,All,d,2648,4142,-36.1
20200322,S92000003,d,2,All,d,2315,3587,-35.5
20200322,S92000003,d,3,All,d,2021,3154.5,-35.9
20200322,S92000003,d,4,All,d,1824,2640.5,-30.9
20200322,S92000003,d,5,All,d,1507,2240.5,-32.7
20200329,S08000015,,1,All,d,204,442,-53.8
20200329,S08000015,,2,All,d,111,285,-61.1
20200329,S08000015,,3,All,d,94,188.5,-50.1
20200329,S08000015,,4,All,d,80,145.5,-45
20200329,S08000015,,5,All,d,62,102,-39.2
20200329,S08000016,,1,All,d,10,23,-56.5
20200329,S08000016,,2,All,d,24,64.5,-62.8
20200329,S08000016,,3,All,d,67,103.5,-35.3
20200329,S08000016,,4,All,d,40,56.5,-29.2
20200329,S08000016,,5,All,d,14,9,55.6
20200329,S08000017,,1,All,d,29,50,-42
20200329,S08000017,,2,All,d,60,119,-49.6
20200329,S08000017,,3,All,d,117,169,-30.8
20200329,S08000017,,4,All,d,40,57,-29.8
20200329,S08000017,,5,All,d,15,30,-50
20200329,S08000019,,1,All,d,105,304.5,-65.5
20200329,S08000019,,2,All,d,123,331.5,-62.9
20200329,S08000019,,3,All,d,109,302.5,-64
20200329,S08000019,,4,All,d,82,210.5,-61
20200329,S08000019,,5,All,d,77,197.5,-61
20200329,S08000020,,1,All,d,88,104,-15.4
20200329,S08000020,,2,All,d,159,262,-39.3
20200329,S08000020,,3,All,d,217,303,-28.4
20200329,S08000020,,4,All,d,240,377,-36.3
20200329,S08000020,,5,All,d,199,311,-36
20200329,S08000022,,1,All,d,60,93,-35.5
20200329,S08000022,,2,All,d,88,164,-46.3
20200329,S08000022,,3,All,d,153,268.5,-43
20200329,S08000022,,4,All,d,101,196,-48.5
20200329,S08000022,,5,All,d,18,50.5,-64.4
20200329,S08000024,,1,All,d,243,367,-33.8
20200329,S08000024,,2,All,d,353,551.5,-36
20200329,S08000024,,3,All,d,242,379.5,-36.2
20200329,S08000024,,4,All,d,217,343.5,-36.8
20200329,S08000024,,5,All,d,302,469,-35.6
20200329,S08000025,,4,All,d,16,16.5,-3
20200329,S08000026,,3,All,d,9,15,-40
20200329,S08000026,,4,All,d,9,26.5,-66
20200329,S08000028,,2,All,d,8,11.5,-30.4
20200329,S08000028,,3,All,d,42,59.5,-29.4
20200329,S08000029,,1,All,d,127,265.5,-52.2
20200329,S08000029,,2,All,d,136,220.5,-38.3
20200329,S08000029,,3,All,d,83,159,-47.8
20200329,S08000029,,4,All,d,67,156.5,-57.2
20200329,S08000029,,5,All,d,71,119,-40.3
20200329,S08000030,,1,All,d,170,248,-31.5
20200329,S08000030,,2,All,d,152,256,-40.6
20200329,S08000030,,3,All,d,128,228.5,-44
20200329,S08000030,,4,All,d,189,288,-34.4
20200329,S08000030,,5,All,d,130,218,-40.4
20200329,S08000031,,1,All,d,848,1590.5,-46.7
20200329,S08000031,,2,All,d,395,819,-51.8
20200329,S08000031,,3,All,d,319,557.5,-42.8
20200329,S08000031,,4,All,d,279,465.5,-40.1
20200329,S08000031,,5,All,d,286,517,-44.7
20200329,S08000032,,1,All,d,338,592.5,-43
20200329,S08000032,,2,All,d,268,482.5,-44.5
20200329,S08000032,,3,All,d,147,272,-46
20200329,S08000032,,4,All,d,124,231,-46.3
20200329,S08000032,,5,All,d,73,166,-56
20200329,S92000003,d,1,All,d,2222,4080.5,-45.5
20200329,S92000003,d,2,All,d,1882,3578.5,-47.4
20200329,S92000003,d,3,All,d,1730,3013.5,-42.6
20200329,S92000003,d,4,All,d,1484,2570,-42.3
20200329,S92000003,d,5,All,d,1247,2189,-43
20200405,S08000015,,1,All,d,204,388.5,-47.5
20200405,S08000015,,2,All,d,131,274,-52.2
20200405,S08000015,,3,All,d,97,201.5,-51.9
20200405,S08000015,,4,All,d,69,133,-48.1
20200405,S08000015,,5,All,d,65,115,-43.5
20200405,S08000016,,1,All,d,10,18.5,-45.9
20200405,S08000016,,2,All,d,24,50,-52
20200405,S08000016,,3,All,d,60,107.5,-44.2
20200405,S08000016,,4,All,d,37,71,-47.9
20200405,S08000016,,5,All,d,11,18.5,-40.5
20200405,S08000017,,1,All,d,29,54.5,-46.8
20200405,S08000017,,2,All,d,56,128.5,-56.4
20200405,S08000017,,3,All,d,96,162.5,-40.9
20200405,S08000017,,4,All,d,29,61,-52.5
20200405,S08000017,,5,All,d,21,32,-34.4
20200405,S08000019,,1,All,d,96,313.5,-69.4
20200405,S08000019,,2,All,d,124,336,-63.1
20200405,S08000019,,3,All,d,115,283.5,-59.4
20200405,S08000019,,4,All,d,68,235,-71.1
20200405,S08000019,,5,All,d,67,189.5,-64.6
20200405,S08000020,,1,All,d,66,101,-34.7
20200405,S08000020,,2,All,d,162,260,-37.7
20200405,S08000020,,3,All,d,213,302,-29.5
20200405,S08000020,,4,All,d,214,359.5,-40.5
20200405,S08000020,,5,All,d,170,279,-39.1
20200405,S08000022,,1,All,d,52,99,-47.5
20200405,S08000022,,2,All,d,74,165,-55.2
20200405,S08000022,,3,All,d,153,260.5,-41.3
20200405,S08000022,,4,All,d,98,211.5,-53.7
20200405,S08000022,,5,All,d,19,53,-64.2
20200405,S08000024,,1,All,d,230,380,-39.5
20200405,S08000024,,2,All,d,394,563.5,-30.1
20200405,S08000024,,3,All,d,231,375,-38.4
20200405,S08000024,,4,All,d,254,348.5,-27.1
20200405,S08000024,,5,All,d,341,476.5,-28.4
20200405,S08000025,,3,All,d,5,6,-16.7
20200405,S08000025,,4,All,d,10,28,-64.3
20200405,S08000026,,3,All,d,10,18.5,-45.9
20200405,S08000026,,4,All,d,8,16,-50
20200405,S08000028,,2,All,d,5,13,-61.5
20200405,S08000028,,3,All,d,46,53,-13.2
20200405,S08000029,,1,All,d,147,270.5,-45.7
20200405,S08000029,,2,All,d,153,221.5,-30.9
20200405,S08000029,,3,All,d,99,185,-46.5
20200405,S08000029,,4,All,d,92,151.5,-39.3
20200405,S08000029,,5,All,d,69,99.5,-30.7
20200405,S08000030,,1,All,d,155,245.5,-36.9
20200405,S08000030,,2,All,d,158,223,-29.1
20200405,S08000030,,3,All,d,159,216.5,-26.6
20200405,S08000030,,4,All,d,216,266,-18.8
20200405,S08000030,,5,All,d,96,186.5,-48.5
20200405,S08000031,,1,All,d,950,1589,-40.2
20200405,S08000031,,2,All,d,421,767.5,-45.1
20200405,S08000031,,3,All,d,295,512,-42.4
20200405,S08000031,,4,All,d,278,503,-44.7
20200405,S08000031,,5,All,d,294,521.5,-43.6
20200405,S08000032,,1,All,d,304,597,-49.1
20200405,S08000032,,2,All,d,280,491,-43
20200405,S08000032,,3,All,d,158,282,-44
20200405,S08000032,,4,All,d,99,214,-53.7
20200405,S08000032,,5,All,d,84,159.5,-47.3
20200405,S92000003,d,1,All,d,2244,4057,-44.7
20200405,S92000003,d,2,All,d,1988,3506,-43.3
20200405,S92000003,d,3,All,d,1737,2965.5,-41.4
20200405,S92000003,d,4,All,d,1472,2599,-43.4
20200405,S92000003,d,5,All,d,1237,2131.5,-42
20200412,S08000015,,1,All,d,207,401.5,-48.4
20200412,S08000015,,2,All,d,127,278,-54.3
20200412,S08000015,,3,All,d,98,179.5,-45.4
20200412,S08000015,,4,All,d,84,136,-38.2
20200412,S08000015,,5,All,d,55,102.5,-46.3
20200412,S08000016,,1,All,d,8,24.5,-67.3
20200412,S08000016,,2,All,d,39,57,-31.6
20200412,S08000016,,3,All,d,53,92,-42.4
20200412,S08000016,,4,All,d,44,65.5,-32.8
20200412,S08000016,,5,All,d,13,17.5,-25.7
20200412,S08000017,,1,All,d,35,50,-30
20200412,S08000017,,2,All,d,71,116,-38.8
20200412,S08000017,,3,All,d,87,169.5,-48.7
20200412,S08000017,,4,All,d,39,66.5,-41.4
20200412,S08000017,,5,All,d,13,27,-51.9
20200412,S08000019,,1,All,d,96,272,-64.7
20200412,S08000019,,2,All,d,124,317,-60.9
20200412,S08000019,,3,All,d,104,241.5,-56.9
20200412,S08000019,,4,All,d,62,236,-73.7
20200412,S08000019,,5,All,d,59,172,-65.7
20200412,S08000020,,1,All,d,76,107,-29
20200412,S08000020,,2,All,d,158,256,-38.3
20200412,S08000020,,3,All,d,173,296,-41.6
20200412,S08000020,,4,All,d,184,343,-46.4
20200412,S08000020,,5,All,d,180,284.5,-36.7
20200412,S08000022,,1,All,d,54,105.5,-48.8
20200412,S08000022,,2,All,d,82,165,-50.3
20200412,S08000022,,3,All,d,139,281.5,-50.6
20200412,S08000022,,4,All,d,96,212,-54.7
20200412,S08000022,,5,All,d,28,50.5,-44.6
20200412,S08000024,,1,All,d,238,373,-36.2
20200412,S08000024,,2,All,d,313,559.5,-44.1
20200412,S08000024,,3,All,d,219,377.5,-42
20200412,S08000024,,4,All,d,205,348,-41.1
20200412,S08000024,,5,All,d,292,500.5,-41.7
20200412,S08000025,,4,All,d,12,21,-42.9
20200412,S08000026,,3,All,d,11,20.5,-46.3
20200412,S08000026,,4,All,d,8,21,-61.9
20200412,S08000028,,3,All,d,27,51.5,-47.6
20200412,S08000029,,1,All,d,157,239,-34.3
20200412,S08000029,,2,All,d,141,234.5,-39.9
20200412,S08000029,,3,All,d,99,175,-43.4
20200412,S08000029,,4,All,d,80,146,-45.2
20200412,S08000029,,5,All,d,54,111.5,-51.6
20200412,S08000030,,1,All,d,172,262.5,-34.5
20200412,S08000030,,2,All,d,147,232,-36.6
20200412,S08000030,,3,All,d,137,218,-37.2
20200412,S08000030,,4,All,d,195,256.5,-24
20200412,S08000030,,5,All,d,106,176.5,-39.9
20200412,S08000031,,1,All,d,929,1560,-40.4
20200412,S08000031,,2,All,d,394,795,-50.4
20200412,S08000031,,3,All,d,295,548,-46.2
20200412,S08000031,,4,All,d,268,479.5,-44.1
20200412,S08000031,,5,All,d,288,567.5,-49.3
20200412,S08000032,,1,All,d,340,549,-38.1
20200412,S08000032,,2,All,d,247,461.5,-46.5
20200412,S08000032,,3,All,d,174,273.5,-36.4
20200412,S08000032,,4,All,d,131,214,-38.8
20200412,S08000032,,5,All,d,80,140,-42.9
20200412,S92000003,d,1,All,d,2312,3944,-41.4
20200412,S92000003,d,2,All,d,1851,3495.5,-47
20200412,S92000003,d,3,All,d,1618,2932,-44.8
20200412,S92000003,d,4,All,d,1408,2546,-44.7
20200412,S92000003,d,5,All,d,1168,2151,-45.7
20200419,S08000015,,1,All,d,220,408,-46.1
20200419,S08000015,,2,All,d,140,265,-47.2
20200419,S08000015,,3,All,d,85,181.5,-53.2
20200419,S08000015,,4,All,d,71,124,-42.7
20200419,S08000015,,5,All,d,58,116,-50
20200419,S08000016,,1,All,d,8,22.5,-64.4
20200419,S08000016,,2,All,d,29,49.5,-41.4
20200419,S08000016,,3,All,d,55,113.5,-51.5
20200419,S08000016,,4,All,d,40,53.5,-25.2
20200419,S08000016,,5,All,d,9,15.5,-41.9
20200419,S08000017,,1,All,d,31,48.5,-36.1
20200419,S08000017,,2,All,d,51,130.5,-60.9
20200419,S08000017,,3,All,d,86,172.5,-50.1
20200419,S08000017,,4,All,d,30,65,-53.8
20200419,S08000017,,5,All,d,12,30,-60
20200419,S08000019,,1,All,d,84,241,-65.1
20200419,S08000019,,2,All,d,116,241.5,-52
20200419,S08000019,,3,All,d,78,239,-67.4
20200419,S08000019,,4,All,d,89,173,-48.6
20200419,S08000019,,5,All,d,68,154.5,-56
20200419,S08000020,,1,All,d,57,124,-54
20200419,S08000020,,2,All,d,187,248.5,-24.7
20200419,S08000020,,3,All,d,170,316.5,-46.3
20200419,S08000020,,4,All,d,196,379,-48.3
20200419,S08000020,,5,All,d,181,307.5,-41.1
20200419,S08000022,,1,All,d,60,103.5,-42
20200419,S08000022,,2,All,d,66,166.5,-60.4
20200419,S08000022,,3,All,d,148,258,-42.6
20200419,S08000022,,4,All,d,103,204.5,-49.6
20200419,S08000022,,5,All,d,20,46.5,-57
20200419,S08000024,,1,All,d,211,359.5,-41.3
20200419,S08000024,,2,All,d,300,547.5,-45.2
20200419,S08000024,,3,All,d,225,398,-43.5
20200419,S08000024,,4,All,d,201,349.5,-42.5
20200419,S08000024,,5,All,d,295,446.5,-33.9
20200419,S08000025,,2,All,d,6,7,-14.3
20200419,S08000025,,4,All,d,10,15.5,-35.5
20200419,S08000026,,3,All,d,8,17,-52.9
20200419,S08000026,,4,All,d,15,25,-40
20200419,S08000028,,2,All,d,5,14,-64.3
20200419,S08000028,,3,All,d,25,51,-51
20200419,S08000029,,1,All,d,132,267.5,-50.7
20200419,S08000029,,2,All,d,157,238,-34
20200419,S08000029,,3,All,d,93,181.5,-48.8
20200419,S08000029,,4,All,d,99,149,-33.6
20200419,S08000029,,5,All,d,62,116,-46.6
20200419,S08000030,,1,All,d,177,272.5,-35
20200419,S08000030,,2,All,d,125,244,-48.8
20200419,S08000030,,3,All,d,136,257.5,-47.2
20200419,S08000030,,4,All,d,212,305,-30.5
20200419,S08000030,,5,All,d,121,212.5,-43.1
20200419,S08000031,,1,All,d,943,1651.5,-42.9
20200419,S08000031,,2,All,d,410,809,-49.3
20200419,S08000031,,3,All,d,283,554,-48.9
20200419,S08000031,,4,All,d,251,505.5,-50.3
20200419,S08000031,,5,All,d,265,554,-52.2
20200419,S08000032,,1,All,d,304,584,-47.9
20200419,S08000032,,2,All,d,268,458,-41.5
20200419,S08000032,,3,All,d,156,280,-44.3
20200419,S08000032,,4,All,d,111,248,-55.2
20200419,S08000032,,5,All,d,76,160.5,-52.6
20200419,S92000003,d,1,All,d,2227,4083,-45.5
20200419,S92000003,d,2,All,d,1862,3420.5,-45.6
20200419,S92000003,d,3,All,d,1552,3029,-48.8
20200419,S92000003,d,4,All,d,1428,2596.5,-45
20200419,S92000003,d,5,All,d,1167,2160.5,-46
20200426,S08000015,,1,All,d,249,404,-38.4
20200426,S08000015,,2,All,d,163,263,-38
20200426,S08000015,,3,All,d,125,194,-35.6
20200426,S08000015,,4,All,d,84,140,-40
20200426,S08000015,,5,All,d,65,112.5,-42.2
20200426,S08000016,,1,All,d,17,17,0
20200426,S08000016,,2,All,d,27,53.5,-49.5
20200426,S08000016,,3,All,d,76,112.5,-32.4
20200426,S08000016,,4,All,d,50,68,-26.5
20200426,S08000016,,5,All,d,10,21,-52.4
20200426,S08000017,,1,All,d,25,49.5,-49.5
20200426,S08000017,,2,All,d,70,113,-38.1
20200426,S08000017,,3,All,d,96,157.5,-39
